# beardifier compute golden (BeardProbe)
# affected -54 -84 -54 82 36 71
-56 -8 -63 0000000000000000
-56 -8 -56 0000000000000000
-56 -8 -49 0000000000000000
-56 -8 -42 0000000000000000
-56 -8 -35 0000000000000000
-56 -8 -28 0000000000000000
-56 -8 -21 0000000000000000
-56 -8 -14 0000000000000000
-56 -8 -7 0000000000000000
-56 -8 0 0000000000000000
-56 -8 7 0000000000000000
-56 -8 14 0000000000000000
-56 -8 21 0000000000000000
-56 -8 28 0000000000000000
-56 -8 35 0000000000000000
-56 -8 42 0000000000000000
-56 -8 49 0000000000000000
-56 -8 56 0000000000000000
-56 -8 63 0000000000000000
-56 -8 70 0000000000000000
-56 -8 77 0000000000000000
-56 -8 84 0000000000000000
-56 -8 91 0000000000000000
-56 -8 98 0000000000000000
-56 -5 -70 0000000000000000
-56 -5 -63 0000000000000000
-56 -5 -56 0000000000000000
-56 -5 -49 0000000000000000
-56 -5 -42 0000000000000000
-56 -5 -35 0000000000000000
-56 -5 -28 0000000000000000
-56 -5 -21 0000000000000000
-56 -5 -14 0000000000000000
-56 -5 -7 0000000000000000
-56 -5 0 0000000000000000
-56 -5 7 0000000000000000
-56 -5 14 0000000000000000
-56 -5 21 0000000000000000
-56 -5 28 0000000000000000
-56 -5 35 0000000000000000
-56 -5 42 0000000000000000
-56 -5 49 0000000000000000
-56 -5 56 0000000000000000
-56 -5 63 0000000000000000
-56 -5 70 0000000000000000
-56 -5 77 0000000000000000
-56 -5 84 0000000000000000
-56 -5 91 0000000000000000
-56 -5 98 0000000000000000
-56 -2 -70 0000000000000000
-56 -2 -63 0000000000000000
-56 -2 -56 0000000000000000
-56 -2 -49 0000000000000000
-56 -2 -42 0000000000000000
-56 -2 -35 0000000000000000
-56 -2 -28 0000000000000000
-56 -2 -21 0000000000000000
-56 -2 -14 0000000000000000
-56 -2 -7 0000000000000000
-56 -2 0 0000000000000000
-56 -2 7 0000000000000000
-56 -2 14 0000000000000000
-56 -2 21 0000000000000000
-56 -2 28 0000000000000000
-56 -2 35 0000000000000000
-56 -2 42 0000000000000000
-56 -2 49 0000000000000000
-56 -2 56 0000000000000000
-56 -2 63 0000000000000000
-56 -2 70 0000000000000000
-56 -2 77 0000000000000000
-56 -2 84 0000000000000000
-56 -2 91 0000000000000000
-56 -2 98 0000000000000000
-56 1 -70 0000000000000000
-56 1 -63 0000000000000000
-56 1 -56 0000000000000000
-56 1 -49 0000000000000000
-56 1 -42 0000000000000000
-56 1 -35 0000000000000000
-56 1 -28 0000000000000000
-56 1 -21 0000000000000000
-56 1 -14 0000000000000000
-56 1 -7 0000000000000000
-56 1 0 0000000000000000
-56 1 7 0000000000000000
-56 1 14 0000000000000000
-56 1 21 0000000000000000
-56 1 28 0000000000000000
-56 1 35 0000000000000000
-56 1 42 0000000000000000
-56 1 49 0000000000000000
-56 1 56 0000000000000000
-56 1 63 0000000000000000
-56 1 70 0000000000000000
-56 1 77 0000000000000000
-56 1 84 0000000000000000
-56 1 91 0000000000000000
-56 1 98 0000000000000000
-56 4 -70 0000000000000000
-56 4 -63 0000000000000000
-56 4 -56 0000000000000000
-56 4 -49 0000000000000000
-56 4 -42 0000000000000000
-56 4 -35 0000000000000000
-56 4 -28 0000000000000000
-56 4 -21 0000000000000000
-56 4 -14 0000000000000000
-56 4 -7 0000000000000000
-56 4 0 0000000000000000
-56 4 7 0000000000000000
-56 4 14 0000000000000000
-56 4 21 0000000000000000
-56 4 28 0000000000000000
-56 4 35 0000000000000000
-56 4 42 0000000000000000
-56 4 49 0000000000000000
-56 4 56 0000000000000000
-56 4 63 0000000000000000
-56 4 70 0000000000000000
-56 4 77 0000000000000000
-56 4 84 0000000000000000
-56 4 91 0000000000000000
-56 4 98 0000000000000000
-56 7 -70 0000000000000000
-56 7 -63 0000000000000000
-56 7 -56 0000000000000000
-56 7 -49 0000000000000000
-56 7 -42 0000000000000000
-56 7 -35 0000000000000000
-56 7 -28 0000000000000000
-56 7 -21 0000000000000000
-56 7 -14 0000000000000000
-56 7 -7 0000000000000000
-56 7 0 0000000000000000
-56 7 7 0000000000000000
-56 7 14 0000000000000000
-56 7 21 0000000000000000
-56 7 28 0000000000000000
-56 7 35 0000000000000000
-56 7 42 0000000000000000
-56 7 49 0000000000000000
-56 7 56 0000000000000000
-56 7 63 0000000000000000
-56 7 70 0000000000000000
-56 7 77 0000000000000000
-56 7 84 0000000000000000
-56 7 91 0000000000000000
-56 7 98 0000000000000000
-56 10 -70 0000000000000000
-56 10 -63 0000000000000000
-56 10 -56 0000000000000000
-56 10 -49 0000000000000000
-56 10 -42 0000000000000000
-56 10 -35 0000000000000000
-56 10 -28 0000000000000000
-56 10 -21 0000000000000000
-56 10 -14 0000000000000000
-56 10 -7 0000000000000000
-56 10 0 0000000000000000
-56 10 7 0000000000000000
-56 10 14 0000000000000000
-56 10 21 0000000000000000
-56 10 28 0000000000000000
-56 10 35 0000000000000000
-56 10 42 0000000000000000
-56 10 49 0000000000000000
-56 10 56 0000000000000000
-56 10 63 0000000000000000
-56 10 70 0000000000000000
-56 10 77 0000000000000000
-56 10 84 0000000000000000
-56 10 91 0000000000000000
-56 10 98 0000000000000000
-56 13 -70 0000000000000000
-56 13 -63 0000000000000000
-56 13 -56 0000000000000000
-56 13 -49 0000000000000000
-56 13 -42 0000000000000000
-56 13 -35 0000000000000000
-56 13 -28 0000000000000000
-56 13 -21 0000000000000000
-56 13 -14 0000000000000000
-56 13 -7 0000000000000000
-56 13 0 0000000000000000
-56 13 7 0000000000000000
-56 13 14 0000000000000000
-56 13 21 0000000000000000
-56 13 28 0000000000000000
-56 13 35 0000000000000000
-56 13 42 0000000000000000
-56 13 49 0000000000000000
-56 13 56 0000000000000000
-56 13 63 0000000000000000
-56 13 70 0000000000000000
-56 13 77 0000000000000000
-56 13 84 0000000000000000
-56 13 91 0000000000000000
-56 13 98 0000000000000000
-56 16 -70 0000000000000000
-56 16 -63 0000000000000000
-56 16 -56 0000000000000000
-56 16 -49 0000000000000000
-56 16 -42 0000000000000000
-56 16 -35 0000000000000000
-56 16 -28 0000000000000000
-56 16 -21 0000000000000000
-56 16 -14 0000000000000000
-56 16 -7 0000000000000000
-56 16 0 0000000000000000
-56 16 7 0000000000000000
-56 16 14 0000000000000000
-56 16 21 0000000000000000
-56 16 28 0000000000000000
-56 16 35 0000000000000000
-56 16 42 0000000000000000
-56 16 49 0000000000000000
-56 16 56 0000000000000000
-56 16 63 0000000000000000
-56 16 70 0000000000000000
-56 16 77 0000000000000000
-56 16 84 0000000000000000
-56 16 91 0000000000000000
-56 16 98 0000000000000000
-56 19 -70 0000000000000000
-56 19 -63 0000000000000000
-56 19 -56 0000000000000000
-56 19 -49 0000000000000000
-56 19 -42 0000000000000000
-56 19 -35 0000000000000000
-56 19 -28 0000000000000000
-56 19 -21 0000000000000000
-56 19 -14 0000000000000000
-56 19 -7 0000000000000000
-56 19 0 0000000000000000
-56 19 7 0000000000000000
-56 19 14 0000000000000000
-56 19 21 0000000000000000
-56 19 28 0000000000000000
-56 19 35 0000000000000000
-56 19 42 0000000000000000
-56 19 49 0000000000000000
-56 19 56 0000000000000000
-56 19 63 0000000000000000
-56 19 70 0000000000000000
-56 19 77 0000000000000000
-56 19 84 0000000000000000
-56 19 91 0000000000000000
-56 19 98 0000000000000000
-56 22 -70 0000000000000000
-56 22 -63 0000000000000000
-56 22 -56 0000000000000000
-56 22 -49 0000000000000000
-56 22 -42 0000000000000000
-56 22 -35 0000000000000000
-56 22 -28 0000000000000000
-56 22 -21 0000000000000000
-56 22 -14 0000000000000000
-56 22 -7 0000000000000000
-56 22 0 0000000000000000
-56 22 7 0000000000000000
-56 22 14 0000000000000000
-56 22 21 0000000000000000
-56 22 28 0000000000000000
-56 22 35 0000000000000000
-56 22 42 0000000000000000
-56 22 49 0000000000000000
-56 22 56 0000000000000000
-56 22 63 0000000000000000
-56 22 70 0000000000000000
-56 22 77 0000000000000000
-56 22 84 0000000000000000
-56 22 91 0000000000000000
-56 22 98 0000000000000000
-56 25 -70 0000000000000000
-56 25 -63 0000000000000000
-56 25 -56 0000000000000000
-56 25 -49 0000000000000000
-56 25 -42 0000000000000000
-56 25 -35 0000000000000000
-56 25 -28 0000000000000000
-56 25 -21 0000000000000000
-56 25 -14 0000000000000000
-56 25 -7 0000000000000000
-56 25 0 0000000000000000
-56 25 7 0000000000000000
-56 25 14 0000000000000000
-56 25 21 0000000000000000
-56 25 28 0000000000000000
-56 25 35 0000000000000000
-56 25 42 0000000000000000
-56 25 49 0000000000000000
-56 25 56 0000000000000000
-56 25 63 0000000000000000
-56 25 70 0000000000000000
-56 25 77 0000000000000000
-56 25 84 0000000000000000
-56 25 91 0000000000000000
-56 25 98 0000000000000000
-56 28 -70 0000000000000000
-56 28 -63 0000000000000000
-56 28 -56 0000000000000000
-56 28 -49 0000000000000000
-56 28 -42 0000000000000000
-56 28 -35 0000000000000000
-56 28 -28 0000000000000000
-56 28 -21 0000000000000000
-56 28 -14 0000000000000000
-56 28 -7 0000000000000000
-56 28 0 0000000000000000
-56 28 7 0000000000000000
-56 28 14 0000000000000000
-56 28 21 0000000000000000
-56 28 28 0000000000000000
-56 28 35 0000000000000000
-56 28 42 0000000000000000
-56 28 49 0000000000000000
-56 28 56 0000000000000000
-56 28 63 0000000000000000
-56 28 70 0000000000000000
-56 28 77 0000000000000000
-56 28 84 0000000000000000
-56 28 91 0000000000000000
-56 28 98 0000000000000000
-56 31 -70 0000000000000000
-56 31 -63 0000000000000000
-56 31 -56 0000000000000000
-56 31 -49 0000000000000000
-56 31 -42 0000000000000000
-56 31 -35 0000000000000000
-56 31 -28 0000000000000000
-56 31 -21 0000000000000000
-56 31 -14 0000000000000000
-56 31 -7 0000000000000000
-56 31 0 0000000000000000
-56 31 7 0000000000000000
-56 31 14 0000000000000000
-56 31 21 0000000000000000
-56 31 28 0000000000000000
-56 31 35 0000000000000000
-56 31 42 0000000000000000
-56 31 49 0000000000000000
-56 31 56 0000000000000000
-56 31 63 0000000000000000
-56 31 70 0000000000000000
-56 31 77 0000000000000000
-56 31 84 0000000000000000
-56 31 91 0000000000000000
-56 31 98 0000000000000000
-56 34 -70 0000000000000000
-56 34 -63 0000000000000000
-56 34 -56 0000000000000000
-56 34 -49 0000000000000000
-56 34 -42 0000000000000000
-56 34 -35 0000000000000000
-56 34 -28 0000000000000000
-56 34 -21 0000000000000000
-56 34 -14 0000000000000000
-56 34 -7 0000000000000000
-56 34 0 0000000000000000
-56 34 7 0000000000000000
-56 34 14 0000000000000000
-56 34 21 0000000000000000
-56 34 28 0000000000000000
-56 34 35 0000000000000000
-56 34 42 0000000000000000
-56 34 49 0000000000000000
-56 34 56 0000000000000000
-56 34 63 0000000000000000
-56 34 70 0000000000000000
-56 34 77 0000000000000000
-56 34 84 0000000000000000
-56 34 91 0000000000000000
-56 34 98 0000000000000000
-56 37 -70 0000000000000000
-56 37 -63 0000000000000000
-56 37 -56 0000000000000000
-56 37 -49 0000000000000000
-56 37 -42 0000000000000000
-56 37 -35 0000000000000000
-56 37 -28 0000000000000000
-56 37 -21 0000000000000000
-56 37 -14 0000000000000000
-56 37 -7 0000000000000000
-56 37 0 0000000000000000
-56 37 7 0000000000000000
-56 37 14 0000000000000000
-56 37 21 0000000000000000
-56 37 28 0000000000000000
-56 37 35 0000000000000000
-56 37 42 0000000000000000
-56 37 49 0000000000000000
-56 37 56 0000000000000000
-56 37 63 0000000000000000
-56 37 70 0000000000000000
-56 37 77 0000000000000000
-56 37 84 0000000000000000
-56 37 91 0000000000000000
-56 37 98 0000000000000000
-56 40 -70 0000000000000000
-56 40 -63 0000000000000000
-56 40 -56 0000000000000000
-56 40 -49 0000000000000000
-56 40 -42 0000000000000000
-56 40 -35 0000000000000000
-56 40 -28 0000000000000000
-56 40 -21 0000000000000000
-56 40 -14 0000000000000000
-56 40 -7 0000000000000000
-56 40 0 0000000000000000
-56 40 7 0000000000000000
-56 40 14 0000000000000000
-56 40 21 0000000000000000
-56 40 28 0000000000000000
-56 40 35 0000000000000000
-56 40 42 0000000000000000
-56 40 49 0000000000000000
-56 40 56 0000000000000000
-56 40 63 0000000000000000
-56 40 70 0000000000000000
-56 40 77 0000000000000000
-56 40 84 0000000000000000
-56 40 91 0000000000000000
-56 40 98 0000000000000000
-56 43 -70 0000000000000000
-56 43 -63 0000000000000000
-56 43 -56 0000000000000000
-56 43 -49 0000000000000000
-56 43 -42 0000000000000000
-56 43 -35 0000000000000000
-56 43 -28 0000000000000000
-56 43 -21 0000000000000000
-56 43 -14 0000000000000000
-56 43 -7 0000000000000000
-56 43 0 0000000000000000
-56 43 7 0000000000000000
-56 43 14 0000000000000000
-56 43 21 0000000000000000
-56 43 28 0000000000000000
-56 43 35 0000000000000000
-56 43 42 0000000000000000
-56 43 49 0000000000000000
-56 43 56 0000000000000000
-56 43 63 0000000000000000
-56 43 70 0000000000000000
-56 43 77 0000000000000000
-56 43 84 0000000000000000
-56 43 91 0000000000000000
-56 43 98 0000000000000000
-49 -95 -70 0000000000000000
-49 -95 -63 0000000000000000
-49 -95 -56 0000000000000000
-49 -95 -49 0000000000000000
-49 -95 -42 0000000000000000
-49 -95 -35 0000000000000000
-49 -95 -28 0000000000000000
-49 -95 -21 0000000000000000
-49 -95 -14 0000000000000000
-49 -95 -7 0000000000000000
-49 -95 0 0000000000000000
-49 -95 7 0000000000000000
-49 -95 14 0000000000000000
-49 -95 21 0000000000000000
-49 -95 28 0000000000000000
-49 -95 35 0000000000000000
-49 -95 42 0000000000000000
-49 -95 49 0000000000000000
-49 -95 56 0000000000000000
-49 -95 63 0000000000000000
-49 -95 70 0000000000000000
-49 -95 77 0000000000000000
-49 -95 84 0000000000000000
-49 -95 91 0000000000000000
-49 -95 98 0000000000000000
-49 -92 -70 0000000000000000
-49 -92 -63 0000000000000000
-49 -92 -56 0000000000000000
-49 -92 -49 0000000000000000
-49 -92 -42 0000000000000000
-49 -92 -35 0000000000000000
-49 -92 -28 0000000000000000
-49 -92 -21 0000000000000000
-49 -92 -14 0000000000000000
-49 -92 -7 0000000000000000
-49 -92 0 0000000000000000
-49 -92 7 0000000000000000
-49 -92 14 0000000000000000
-49 -92 21 0000000000000000
-49 -92 28 0000000000000000
-49 -92 35 0000000000000000
-49 -92 42 0000000000000000
-49 -92 49 0000000000000000
-49 -92 56 0000000000000000
-49 -92 63 0000000000000000
-49 -92 70 0000000000000000
-49 -92 77 0000000000000000
-49 -92 84 0000000000000000
-49 -92 91 0000000000000000
-49 -92 98 0000000000000000
-49 -89 -70 0000000000000000
-49 -89 -63 0000000000000000
-49 -89 -56 0000000000000000
-49 -89 -49 0000000000000000
-49 -89 -42 0000000000000000
-49 -89 -35 0000000000000000
-49 -89 -28 0000000000000000
-49 -89 -21 0000000000000000
-49 -89 -14 0000000000000000
-49 -89 -7 0000000000000000
-49 -89 0 0000000000000000
-49 -89 7 0000000000000000
-49 -89 14 0000000000000000
-49 -89 21 0000000000000000
-49 -89 28 0000000000000000
-49 -89 35 0000000000000000
-49 -89 42 0000000000000000
-49 -89 49 0000000000000000
-49 -89 56 0000000000000000
-49 -89 63 0000000000000000
-49 -89 70 0000000000000000
-49 -89 77 0000000000000000
-49 -89 84 0000000000000000
-49 -89 91 0000000000000000
-49 -89 98 0000000000000000
-49 -86 -70 0000000000000000
-49 -86 -63 0000000000000000
-49 -86 -56 0000000000000000
-49 -86 -49 0000000000000000
-49 -86 -42 0000000000000000
-49 -86 -35 0000000000000000
-49 -86 -28 0000000000000000
-49 -86 -21 0000000000000000
-49 -86 -14 0000000000000000
-49 -86 -7 0000000000000000
-49 -86 0 0000000000000000
-49 -86 7 0000000000000000
-49 -86 14 0000000000000000
-49 -86 21 0000000000000000
-49 -86 28 0000000000000000
-49 -86 35 0000000000000000
-49 -86 42 0000000000000000
-49 -86 49 0000000000000000
-49 -86 56 0000000000000000
-49 -86 63 0000000000000000
-49 -86 70 0000000000000000
-49 -86 77 0000000000000000
-49 -86 84 0000000000000000
-49 -86 91 0000000000000000
-49 -86 98 0000000000000000
-49 -83 -70 0000000000000000
-49 -83 -63 0000000000000000
-49 -83 -56 0000000000000000
-49 -83 -49 0000000000000000
-49 -83 -42 0000000000000000
-49 -83 -35 0000000000000000
-49 -83 -28 0000000000000000
-49 -83 -21 0000000000000000
-49 -83 -14 0000000000000000
-49 -83 -7 0000000000000000
-49 -83 0 0000000000000000
-49 -83 7 0000000000000000
-49 -83 14 0000000000000000
-49 -83 21 0000000000000000
-49 -83 28 0000000000000000
-49 -83 35 0000000000000000
-49 -83 42 0000000000000000
-49 -83 49 0000000000000000
-49 -83 56 0000000000000000
-49 -83 63 0000000000000000
-49 -83 70 0000000000000000
-49 -83 77 0000000000000000
-49 -83 84 0000000000000000
-49 -83 91 0000000000000000
-49 -83 98 0000000000000000
-49 -80 -70 0000000000000000
-49 -80 -63 0000000000000000
-49 -80 -56 0000000000000000
-49 -80 -49 0000000000000000
-49 -80 -42 0000000000000000
-49 -80 -35 0000000000000000
-49 -80 -28 0000000000000000
-49 -80 -21 0000000000000000
-49 -80 -14 0000000000000000
-49 -80 -7 0000000000000000
-49 -80 0 0000000000000000
-49 -80 7 0000000000000000
-49 -80 14 0000000000000000
-49 -80 21 0000000000000000
-49 -80 28 0000000000000000
-49 -80 35 0000000000000000
-49 -80 42 0000000000000000
-49 -80 49 0000000000000000
-49 -80 56 0000000000000000
-49 -80 63 0000000000000000
-49 -80 70 0000000000000000
-49 -80 77 0000000000000000
-49 -80 84 0000000000000000
-49 -80 91 0000000000000000
-49 -80 98 0000000000000000
-49 -77 -70 0000000000000000
-49 -77 -63 0000000000000000
-49 -77 -56 0000000000000000
-49 -77 -49 0000000000000000
-49 -77 -42 0000000000000000
-49 -77 -35 0000000000000000
-49 -77 -28 0000000000000000
-49 -77 -21 0000000000000000
-49 -77 -14 0000000000000000
-49 -77 -7 0000000000000000
-49 -77 0 0000000000000000
-49 -77 7 0000000000000000
-49 -77 14 0000000000000000
-49 -77 21 0000000000000000
-49 -77 28 0000000000000000
-49 -77 35 0000000000000000
-49 -77 42 0000000000000000
-49 -77 49 0000000000000000
-49 -77 56 0000000000000000
-49 -77 63 0000000000000000
-49 -77 70 0000000000000000
-49 -77 77 0000000000000000
-49 -77 84 0000000000000000
-49 -77 91 0000000000000000
-49 -77 98 0000000000000000
-49 -74 -70 0000000000000000
-49 -74 -63 0000000000000000
-49 -74 -56 0000000000000000
-49 -74 -49 0000000000000000
-49 -74 -42 0000000000000000
-49 -74 -35 0000000000000000
-49 -74 -28 0000000000000000
-49 -74 -21 0000000000000000
-49 -74 -14 0000000000000000
-49 -74 -7 0000000000000000
-49 -74 0 0000000000000000
-49 -74 7 0000000000000000
-49 -74 14 0000000000000000
-49 -74 21 0000000000000000
-49 -74 28 0000000000000000
-49 -74 35 0000000000000000
-49 -74 42 0000000000000000
-49 -74 49 0000000000000000
-49 -74 56 0000000000000000
-49 -74 63 0000000000000000
-49 -74 70 0000000000000000
-49 -74 77 0000000000000000
-49 -74 84 0000000000000000
-49 -74 91 0000000000000000
-49 -74 98 0000000000000000
-49 -71 -70 0000000000000000
-49 -71 -63 0000000000000000
-49 -71 -56 0000000000000000
-49 -71 -49 0000000000000000
-49 -71 -42 0000000000000000
-49 -71 -35 0000000000000000
-49 -71 -28 0000000000000000
-49 -71 -21 0000000000000000
-49 -71 -14 0000000000000000
-49 -71 -7 0000000000000000
-49 -71 0 0000000000000000
-49 -71 7 0000000000000000
-49 -71 14 0000000000000000
-49 -71 21 0000000000000000
-49 -71 28 0000000000000000
-49 -71 35 0000000000000000
-49 -71 42 0000000000000000
-49 -71 49 0000000000000000
-49 -71 56 0000000000000000
-49 -71 63 0000000000000000
-49 -71 70 0000000000000000
-49 -71 77 0000000000000000
-49 -71 84 0000000000000000
-49 -71 91 0000000000000000
-49 -71 98 0000000000000000
-49 -68 -70 0000000000000000
-49 -68 -63 0000000000000000
-49 -68 -56 0000000000000000
-49 -68 -49 0000000000000000
-49 -68 -42 0000000000000000
-49 -68 -35 0000000000000000
-49 -68 -28 0000000000000000
-49 -68 -21 0000000000000000
-49 -68 -14 0000000000000000
-49 -68 -7 0000000000000000
-49 -68 0 0000000000000000
-49 -68 7 0000000000000000
-49 -68 14 0000000000000000
-49 -68 21 0000000000000000
-49 -68 28 0000000000000000
-49 -68 35 0000000000000000
-49 -68 42 0000000000000000
-49 -68 49 0000000000000000
-49 -68 56 0000000000000000
-49 -68 63 0000000000000000
-49 -68 70 0000000000000000
-49 -68 77 0000000000000000
-49 -68 84 0000000000000000
-49 -68 91 0000000000000000
-49 -68 98 0000000000000000
-49 -65 -70 0000000000000000
-49 -65 -63 0000000000000000
-49 -65 -56 0000000000000000
-49 -65 -49 0000000000000000
-49 -65 -42 0000000000000000
-49 -65 -35 0000000000000000
-49 -65 -28 0000000000000000
-49 -65 -21 0000000000000000
-49 -65 -14 0000000000000000
-49 -65 -7 0000000000000000
-49 -65 0 0000000000000000
-49 -65 7 0000000000000000
-49 -65 14 0000000000000000
-49 -65 21 0000000000000000
-49 -65 28 0000000000000000
-49 -65 35 0000000000000000
-49 -65 42 0000000000000000
-49 -65 49 0000000000000000
-49 -65 56 0000000000000000
-49 -65 63 0000000000000000
-49 -65 70 0000000000000000
-49 -65 77 0000000000000000
-49 -65 84 0000000000000000
-49 -65 91 0000000000000000
-49 -65 98 0000000000000000
-49 -62 -70 0000000000000000
-49 -62 -63 0000000000000000
-49 -62 -56 0000000000000000
-49 -62 -49 0000000000000000
-49 -62 -42 0000000000000000
-49 -62 -35 0000000000000000
-49 -62 -28 0000000000000000
-49 -62 -21 0000000000000000
-49 -62 -14 0000000000000000
-49 -62 -7 0000000000000000
-49 -62 0 0000000000000000
-49 -62 7 0000000000000000
-49 -62 14 0000000000000000
-49 -62 21 0000000000000000
-49 -62 28 0000000000000000
-49 -62 35 0000000000000000
-49 -62 42 0000000000000000
-49 -62 49 0000000000000000
-49 -62 56 0000000000000000
-49 -62 63 0000000000000000
-49 -62 70 0000000000000000
-49 -62 77 0000000000000000
-49 -62 84 0000000000000000
-49 -62 91 0000000000000000
-49 -62 98 0000000000000000
-49 -59 -70 0000000000000000
-49 -59 -63 0000000000000000
-49 -59 -56 0000000000000000
-49 -59 -49 0000000000000000
-49 -59 -42 0000000000000000
-49 -59 -35 0000000000000000
-49 -59 -28 0000000000000000
-49 -59 -21 0000000000000000
-49 -59 -14 0000000000000000
-49 -59 -7 0000000000000000
-49 -59 0 0000000000000000
-49 -59 7 0000000000000000
-49 -59 14 0000000000000000
-49 -59 21 0000000000000000
-49 -59 28 0000000000000000
-49 -59 35 0000000000000000
-49 -59 42 0000000000000000
-49 -59 49 0000000000000000
-49 -59 56 0000000000000000
-49 -59 63 0000000000000000
-49 -59 70 0000000000000000
-49 -59 77 0000000000000000
-49 -59 84 0000000000000000
-49 -59 91 0000000000000000
-49 -59 98 0000000000000000
-49 -56 -70 0000000000000000
-49 -56 -63 0000000000000000
-49 -56 -56 0000000000000000
-49 -56 -49 0000000000000000
-49 -56 -42 0000000000000000
-49 -56 -35 0000000000000000
-49 -56 -28 0000000000000000
-49 -56 -21 0000000000000000
-49 -56 -14 0000000000000000
-49 -56 -7 0000000000000000
-49 -56 0 0000000000000000
-49 -56 7 0000000000000000
-49 -56 14 0000000000000000
-49 -56 21 0000000000000000
-49 -56 28 0000000000000000
-49 -56 35 0000000000000000
-49 -56 42 0000000000000000
-49 -56 49 0000000000000000
-49 -56 56 0000000000000000
-49 -56 63 0000000000000000
-49 -56 70 0000000000000000
-49 -56 77 0000000000000000
-49 -56 84 0000000000000000
-49 -56 91 0000000000000000
-49 -56 98 0000000000000000
-49 -53 -70 0000000000000000
-49 -53 -63 0000000000000000
-49 -53 -56 0000000000000000
-49 -53 -49 0000000000000000
-49 -53 -42 0000000000000000
-49 -53 -35 0000000000000000
-49 -53 -28 0000000000000000
-49 -53 -21 0000000000000000
-49 -53 -14 0000000000000000
-49 -53 -7 0000000000000000
-49 -53 0 0000000000000000
-49 -53 7 0000000000000000
-49 -53 14 0000000000000000
-49 -53 21 0000000000000000
-49 -53 28 0000000000000000
-49 -53 35 0000000000000000
-49 -53 42 0000000000000000
-49 -53 49 0000000000000000
-49 -53 56 0000000000000000
-49 -53 63 0000000000000000
-49 -53 70 0000000000000000
-49 -53 77 0000000000000000
-49 -53 84 0000000000000000
-49 -53 91 0000000000000000
-49 -53 98 0000000000000000
-49 -50 -70 0000000000000000
-49 -50 -63 0000000000000000
-49 -50 -56 0000000000000000
-49 -50 -49 0000000000000000
-49 -50 -42 0000000000000000
-49 -50 -35 0000000000000000
-49 -50 -28 0000000000000000
-49 -50 -21 0000000000000000
-49 -50 -14 0000000000000000
-49 -50 -7 0000000000000000
-49 -50 0 0000000000000000
-49 -50 7 0000000000000000
-49 -50 14 0000000000000000
-49 -50 21 0000000000000000
-49 -50 28 0000000000000000
-49 -50 35 0000000000000000
-49 -50 42 0000000000000000
-49 -50 49 0000000000000000
-49 -50 56 0000000000000000
-49 -50 63 0000000000000000
-49 -50 70 0000000000000000
-49 -50 77 0000000000000000
-49 -50 84 0000000000000000
-49 -50 91 0000000000000000
-49 -50 98 0000000000000000
-49 -47 -70 0000000000000000
-49 -47 -63 0000000000000000
-49 -47 -56 0000000000000000
-49 -47 -49 0000000000000000
-49 -47 -42 0000000000000000
-49 -47 -35 0000000000000000
-49 -47 -28 0000000000000000
-49 -47 -21 0000000000000000
-49 -47 -14 0000000000000000
-49 -47 -7 0000000000000000
-49 -47 0 0000000000000000
-49 -47 7 0000000000000000
-49 -47 14 0000000000000000
-49 -47 21 0000000000000000
-49 -47 28 0000000000000000
-49 -47 35 0000000000000000
-49 -47 42 0000000000000000
-49 -47 49 0000000000000000
-49 -47 56 0000000000000000
-49 -47 63 0000000000000000
-49 -47 70 0000000000000000
-49 -47 77 0000000000000000
-49 -47 84 0000000000000000
-49 -47 91 0000000000000000
-49 -47 98 0000000000000000
-49 -44 -70 0000000000000000
-49 -44 -63 0000000000000000
-49 -44 -56 0000000000000000
-49 -44 -49 0000000000000000
-49 -44 -42 0000000000000000
-49 -44 -35 0000000000000000
-49 -44 -28 0000000000000000
-49 -44 -21 0000000000000000
-49 -44 -14 0000000000000000
-49 -44 -7 0000000000000000
-49 -44 0 0000000000000000
-49 -44 7 0000000000000000
-49 -44 14 0000000000000000
-49 -44 21 0000000000000000
-49 -44 28 0000000000000000
-49 -44 35 0000000000000000
-49 -44 42 0000000000000000
-49 -44 49 0000000000000000
-49 -44 56 0000000000000000
-49 -44 63 0000000000000000
-49 -44 70 0000000000000000
-49 -44 77 0000000000000000
-49 -44 84 0000000000000000
-49 -44 91 0000000000000000
-49 -44 98 0000000000000000
-49 -41 -70 0000000000000000
-49 -41 -63 0000000000000000
-49 -41 -56 0000000000000000
-49 -41 -49 0000000000000000
-49 -41 -42 0000000000000000
-49 -41 -35 0000000000000000
-49 -41 -28 0000000000000000
-49 -41 -21 0000000000000000
-49 -41 -14 0000000000000000
-49 -41 -7 0000000000000000
-49 -41 0 0000000000000000
-49 -41 7 0000000000000000
-49 -41 14 0000000000000000
-49 -41 21 0000000000000000
-49 -41 28 0000000000000000
-49 -41 35 0000000000000000
-49 -41 42 0000000000000000
-49 -41 49 0000000000000000
-49 -41 56 0000000000000000
-49 -41 63 0000000000000000
-49 -41 70 0000000000000000
-49 -41 77 0000000000000000
-49 -41 84 0000000000000000
-49 -41 91 0000000000000000
-49 -41 98 0000000000000000
-49 -38 -70 0000000000000000
-49 -38 -63 0000000000000000
-49 -38 -56 0000000000000000
-49 -38 -49 0000000000000000
-49 -38 -42 0000000000000000
-49 -38 -35 0000000000000000
