# beardifier compute golden (BeardProbe)
# affected -54 -84 -54 82 36 71
-7 -86 91 0000000000000000
-7 -86 98 0000000000000000
-7 -83 -70 0000000000000000
-7 -83 -63 0000000000000000
-7 -83 -56 0000000000000000
-7 -83 -49 0000000000000000
-7 -83 -42 0000000000000000
-7 -83 -35 0000000000000000
-7 -83 -28 0000000000000000
-7 -83 -21 0000000000000000
-7 -83 -14 0000000000000000
-7 -83 -7 0000000000000000
-7 -83 0 0000000000000000
-7 -83 7 0000000000000000
-7 -83 14 0000000000000000
-7 -83 21 0000000000000000
-7 -83 28 0000000000000000
-7 -83 35 0000000000000000
-7 -83 42 0000000000000000
-7 -83 49 0000000000000000
-7 -83 56 0000000000000000
-7 -83 63 0000000000000000
-7 -83 70 0000000000000000
-7 -83 77 0000000000000000
-7 -83 84 0000000000000000
-7 -83 91 0000000000000000
-7 -83 98 0000000000000000
-7 -80 -70 0000000000000000
-7 -80 -63 0000000000000000
-7 -80 -56 0000000000000000
-7 -80 -49 0000000000000000
-7 -80 -42 0000000000000000
-7 -80 -35 0000000000000000
-7 -80 -28 0000000000000000
-7 -80 -21 0000000000000000
-7 -80 -14 0000000000000000
-7 -80 -7 0000000000000000
-7 -80 0 0000000000000000
-7 -80 7 0000000000000000
-7 -80 14 0000000000000000
-7 -80 21 0000000000000000
-7 -80 28 0000000000000000
-7 -80 35 0000000000000000
-7 -80 42 0000000000000000
-7 -80 49 0000000000000000
-7 -80 56 0000000000000000
-7 -80 63 0000000000000000
-7 -80 70 0000000000000000
-7 -80 77 0000000000000000
-7 -80 84 0000000000000000
-7 -80 91 0000000000000000
-7 -80 98 0000000000000000
-7 -77 -70 0000000000000000
-7 -77 -63 0000000000000000
-7 -77 -56 0000000000000000
-7 -77 -49 0000000000000000
-7 -77 -42 0000000000000000
-7 -77 -35 0000000000000000
-7 -77 -28 0000000000000000
-7 -77 -21 0000000000000000
-7 -77 -14 0000000000000000
-7 -77 -7 0000000000000000
-7 -77 0 0000000000000000
-7 -77 7 0000000000000000
-7 -77 14 0000000000000000
-7 -77 21 0000000000000000
-7 -77 28 0000000000000000
-7 -77 35 0000000000000000
-7 -77 42 0000000000000000
-7 -77 49 0000000000000000
-7 -77 56 0000000000000000
-7 -77 63 0000000000000000
-7 -77 70 0000000000000000
-7 -77 77 0000000000000000
-7 -77 84 0000000000000000
-7 -77 91 0000000000000000
-7 -77 98 0000000000000000
-7 -74 -70 0000000000000000
-7 -74 -63 0000000000000000
-7 -74 -56 0000000000000000
-7 -74 -49 0000000000000000
-7 -74 -42 0000000000000000
-7 -74 -35 0000000000000000
-7 -74 -28 0000000000000000
-7 -74 -21 0000000000000000
-7 -74 -14 0000000000000000
-7 -74 -7 0000000000000000
-7 -74 0 0000000000000000
-7 -74 7 0000000000000000
-7 -74 14 0000000000000000
-7 -74 21 0000000000000000
-7 -74 28 0000000000000000
-7 -74 35 0000000000000000
-7 -74 42 0000000000000000
-7 -74 49 0000000000000000
-7 -74 56 0000000000000000
-7 -74 63 0000000000000000
-7 -74 70 0000000000000000
-7 -74 77 0000000000000000
-7 -74 84 0000000000000000
-7 -74 91 0000000000000000
-7 -74 98 0000000000000000
-7 -71 -70 0000000000000000
-7 -71 -63 0000000000000000
-7 -71 -56 0000000000000000
-7 -71 -49 0000000000000000
-7 -71 -42 0000000000000000
-7 -71 -35 0000000000000000
-7 -71 -28 0000000000000000
-7 -71 -21 0000000000000000
-7 -71 -14 0000000000000000
-7 -71 -7 0000000000000000
-7 -71 0 0000000000000000
-7 -71 7 0000000000000000
-7 -71 14 0000000000000000
-7 -71 21 0000000000000000
-7 -71 28 0000000000000000
-7 -71 35 0000000000000000
-7 -71 42 0000000000000000
-7 -71 49 0000000000000000
-7 -71 56 0000000000000000
-7 -71 63 0000000000000000
-7 -71 70 0000000000000000
-7 -71 77 0000000000000000
-7 -71 84 0000000000000000
-7 -71 91 0000000000000000
-7 -71 98 0000000000000000
-7 -68 -70 0000000000000000
-7 -68 -63 0000000000000000
-7 -68 -56 0000000000000000
-7 -68 -49 0000000000000000
-7 -68 -42 0000000000000000
-7 -68 -35 0000000000000000
-7 -68 -28 0000000000000000
-7 -68 -21 0000000000000000
-7 -68 -14 0000000000000000
-7 -68 -7 0000000000000000
-7 -68 0 0000000000000000
-7 -68 7 0000000000000000
-7 -68 14 3e6bfdc3bb27fc2a
-7 -68 21 3f0a2e3e917a4c7a
-7 -68 28 3f2311e07775f486
-7 -68 35 3f2311e07775f486
-7 -68 42 3f2311e07775f486
-7 -68 49 3efcda870e309e48
-7 -68 56 0000000000000000
-7 -68 63 0000000000000000
-7 -68 70 0000000000000000
-7 -68 77 0000000000000000
-7 -68 84 0000000000000000
-7 -68 91 0000000000000000
-7 -68 98 0000000000000000
-7 -65 -70 0000000000000000
-7 -65 -63 0000000000000000
-7 -65 -56 0000000000000000
-7 -65 -49 0000000000000000
-7 -65 -42 0000000000000000
-7 -65 -35 0000000000000000
-7 -65 -28 0000000000000000
-7 -65 -21 0000000000000000
-7 -65 -14 0000000000000000
-7 -65 -7 0000000000000000
-7 -65 0 0000000000000000
-7 -65 7 0000000000000000
-7 -65 14 3ebe5ad376619da2
-7 -65 21 3f606ea0cf65efa1
-7 -65 28 3f794e88a605c808
-7 -65 35 3f794e88a605c808
-7 -65 42 3f794e88a605c808
-7 -65 49 3f51a5d70eca2d5b
-7 -65 56 0000000000000000
-7 -65 63 0000000000000000
-7 -65 70 0000000000000000
-7 -65 77 0000000000000000
-7 -65 84 0000000000000000
-7 -65 91 0000000000000000
-7 -65 98 0000000000000000
-7 -62 -70 0000000000000000
-7 -62 -63 0000000000000000
-7 -62 -56 0000000000000000
-7 -62 -49 0000000000000000
-7 -62 -42 0000000000000000
-7 -62 -35 0000000000000000
-7 -62 -28 0000000000000000
-7 -62 -21 0000000000000000
-7 -62 -14 0000000000000000
-7 -62 -7 0000000000000000
-7 -62 0 0000000000000000
-7 -62 7 0000000000000000
-7 -62 14 3ef19d2c17b2cfea
-7 -62 21 3f980b723a9c9f44
-7 -62 28 3fb5d36afcc24118
-7 -62 35 3fb5d36afcc24118
-7 -62 42 3fb5d36afcc24118
-7 -62 49 3f888069406d2bb4
-7 -62 56 0000000000000000
-7 -62 63 0000000000000000
-7 -62 70 0000000000000000
-7 -62 77 0000000000000000
-7 -62 84 0000000000000000
-7 -62 91 0000000000000000
-7 -62 98 0000000000000000
-7 -59 -70 0000000000000000
-7 -59 -63 0000000000000000
-7 -59 -56 0000000000000000
-7 -59 -49 0000000000000000
-7 -59 -42 0000000000000000
-7 -59 -35 0000000000000000
-7 -59 -28 0000000000000000
-7 -59 -21 0000000000000000
-7 -59 -14 0000000000000000
-7 -59 -7 0000000000000000
-7 -59 0 0000000000000000
-7 -59 7 0000000000000000
-7 -59 14 3efc20d96927fecf
-7 -59 21 3fa9485d30e7dd88
-7 -59 28 3fd87e85f5211e0b
-7 -59 35 3fd87e85f5211e0b
-7 -59 42 3fd87e85f5211e0b
-7 -59 49 3f979b7b7fe09300
-7 -59 56 0000000000000000
-7 -59 63 0000000000000000
-7 -59 70 0000000000000000
-7 -59 77 0000000000000000
-7 -59 84 0000000000000000
-7 -59 91 0000000000000000
-7 -59 98 0000000000000000
-7 -56 -70 0000000000000000
-7 -56 -63 0000000000000000
-7 -56 -56 0000000000000000
-7 -56 -49 0000000000000000
-7 -56 -42 0000000000000000
-7 -56 -35 0000000000000000
-7 -56 -28 0000000000000000
-7 -56 -21 0000000000000000
-7 -56 -14 0000000000000000
-7 -56 -7 0000000000000000
-7 -56 0 0000000000000000
-7 -56 7 0000000000000000
-7 -56 14 bf047696498adf44
-7 -56 21 bfb2649df909eab2
-7 -56 28 bfe1d1c75b3598bc
-7 -56 35 bfe1d1c75b3598bc
-7 -56 42 bfe1d1c75b3598bc
-7 -56 49 bfa12c9b8579c712
-7 -56 56 0000000000000000
-7 -56 63 0000000000000000
-7 -56 70 0000000000000000
-7 -56 77 0000000000000000
-7 -56 84 0000000000000000
-7 -56 91 0000000000000000
-7 -56 98 0000000000000000
-7 -53 -70 0000000000000000
-7 -53 -63 0000000000000000
-7 -53 -56 0000000000000000
-7 -53 -49 0000000000000000
-7 -53 -42 0000000000000000
-7 -53 -35 0000000000000000
-7 -53 -28 0000000000000000
-7 -53 -21 0000000000000000
-7 -53 -14 0000000000000000
-7 -53 -7 0000000000000000
-7 -53 0 0000000000000000
-7 -53 7 0000000000000000
-7 -53 14 bf1cb6dfe2b650ef
-7 -53 21 bfc39951a0a414d2
-7 -53 28 bfe1ca514f44c481
-7 -53 35 bfe1ca514f44c481
-7 -53 42 bfe1ca514f44c481
-7 -53 49 bfb3f8a840af9527
-7 -53 56 0000000000000000
-7 -53 63 0000000000000000
-7 -53 70 0000000000000000
-7 -53 77 0000000000000000
-7 -53 84 0000000000000000
-7 -53 91 0000000000000000
-7 -53 98 0000000000000000
-7 -50 -70 0000000000000000
-7 -50 -63 0000000000000000
-7 -50 -56 0000000000000000
-7 -50 -49 0000000000000000
-7 -50 -42 0000000000000000
-7 -50 -35 0000000000000000
-7 -50 -28 0000000000000000
-7 -50 -21 0000000000000000
-7 -50 -14 0000000000000000
-7 -50 -7 0000000000000000
-7 -50 0 0000000000000000
-7 -50 7 0000000000000000
-7 -50 14 bf2558e6fd596683
-7 -50 21 bfc71cb2762741e1
-7 -50 28 bfe1cc15fee613fe
-7 -50 35 bfe1cc15fee613fe
-7 -50 42 bfe1cc15fee613fe
-7 -50 49 bfb8d26c084a52cb
-7 -50 56 0000000000000000
-7 -50 63 0000000000000000
-7 -50 70 0000000000000000
-7 -50 77 0000000000000000
-7 -50 84 0000000000000000
-7 -50 91 0000000000000000
-7 -50 98 0000000000000000
-7 -47 -70 0000000000000000
-7 -47 -63 0000000000000000
-7 -47 -56 0000000000000000
-7 -47 -49 0000000000000000
-7 -47 -42 0000000000000000
-7 -47 -35 0000000000000000
-7 -47 -28 0000000000000000
-7 -47 -21 0000000000000000
-7 -47 -14 0000000000000000
-7 -47 -7 0000000000000000
-7 -47 0 0000000000000000
-7 -47 7 0000000000000000
-7 -47 14 bf2a2841b5f91570
-7 -47 21 bfc8771b37dcfbc2
-7 -47 28 bfe1d202ca88796f
-7 -47 35 bfe1d202ca88796f
-7 -47 42 bfe1d202ca88796f
-7 -47 49 bfbaf68dfcbf6862
-7 -47 56 0000000000000000
-7 -47 63 0000000000000000
-7 -47 70 0000000000000000
-7 -47 77 0000000000000000
-7 -47 84 0000000000000000
-7 -47 91 0000000000000000
-7 -47 98 0000000000000000
-7 -44 -70 0000000000000000
-7 -44 -63 0000000000000000
-7 -44 -56 0000000000000000
-7 -44 -49 0000000000000000
-7 -44 -42 0000000000000000
-7 -44 -35 0000000000000000
-7 -44 -28 0000000000000000
-7 -44 -21 0000000000000000
-7 -44 -14 0000000000000000
-7 -44 -7 0000000000000000
-7 -44 0 3fa46b8d16430167
-7 -44 7 3fc999999999999a
-7 -44 14 3fc9931f72a1b587
-7 -44 21 3f9b8e52237ade41
-7 -44 28 bfd29e6696bf7768
-7 -44 35 bfd29ca5d51f51bd
-7 -44 42 bfd38ec44e0423c2
-7 -44 49 bfb8b10334dca219
-7 -44 56 0000000000000000
-7 -44 63 0000000000000000
-7 -44 70 0000000000000000
-7 -44 77 0000000000000000
-7 -44 84 0000000000000000
-7 -44 91 0000000000000000
-7 -44 98 0000000000000000
-7 -41 -70 0000000000000000
-7 -41 -63 0000000000000000
-7 -41 -56 0000000000000000
-7 -41 -49 0000000000000000
-7 -41 -42 0000000000000000
-7 -41 -35 0000000000000000
-7 -41 -28 0000000000000000
-7 -41 -21 0000000000000000
-7 -41 -14 0000000000000000
-7 -41 -7 0000000000000000
-7 -41 0 3fc7b9ff70cc05f7
-7 -41 7 3fd999999999999a
-7 -41 14 3fd99878767d17d0
-7 -41 21 3fd5f408b5e40c05
-7 -41 28 3fcede05a3163ec9
-7 -41 35 3fcf1d6502dda2e2
-7 -41 42 3fcc05dbe8329305
-7 -41 49 3fa806a0589711e8
-7 -41 56 0000000000000000
-7 -41 63 0000000000000000
-7 -41 70 0000000000000000
-7 -41 77 0000000000000000
-7 -41 84 0000000000000000
-7 -41 91 0000000000000000
-7 -41 98 0000000000000000
-7 -38 -70 0000000000000000
-7 -38 -63 0000000000000000
-7 -38 -56 0000000000000000
-7 -38 -49 0000000000000000
-7 -38 -42 0000000000000000
-7 -38 -35 0000000000000000
-7 -38 -28 0000000000000000
-7 -38 -21 0000000000000000
-7 -38 -14 0000000000000000
-7 -38 -7 0000000000000000
-7 -38 0 3fd2b4beb19d3743
-7 -38 7 3fe333333ce5cd98
-7 -38 14 3fe3332346ae82d5
-7 -38 21 3fe301962aea5ba4
-7 -38 28 3fe2be8ea5041c5c
-7 -38 35 3fe30964040d5b5a
-7 -38 42 3fe15f5040004d61
-7 -38 49 3fc5023e7b9f4161
-7 -38 56 0000000000000000
-7 -38 63 0000000000000000
-7 -38 70 0000000000000000
-7 -38 77 0000000000000000
-7 -38 84 0000000000000000
-7 -38 91 0000000000000000
-7 -38 98 0000000000000000
-7 -35 -70 0000000000000000
-7 -35 -63 0000000000000000
-7 -35 -56 0000000000000000
-7 -35 -49 0000000000000000
-7 -35 -42 0000000000000000
-7 -35 -35 0000000000000000
-7 -35 -28 0000000000000000
-7 -35 -21 0000000000000000
-7 -35 -14 0000000000000000
-7 -35 -7 0000000000000000
-7 -35 0 3fde4ba521b0a55d
-7 -35 7 3fee14c26189148c
-7 -35 14 3fee14c1284857a7
-7 -35 21 3fed203ff5006ca3
-7 -35 28 3fe99bf3b9d470d4
-7 -35 35 3fe9b748f9621a52
-7 -35 42 3fe550c61d574054
-7 -35 49 3fc995bec8389eb7
-7 -35 56 0000000000000000
-7 -35 63 0000000000000000
-7 -35 70 0000000000000000
-7 -35 77 0000000000000000
-7 -35 84 0000000000000000
-7 -35 91 0000000000000000
-7 -35 98 0000000000000000
-7 -32 -70 0000000000000000
-7 -32 -63 0000000000000000
-7 -32 -56 0000000000000000
-7 -32 -49 0000000000000000
-7 -32 -42 0000000000000000
-7 -32 -35 0000000000000000
-7 -32 -28 0000000000000000
-7 -32 -21 0000000000000000
-7 -32 -14 0000000000000000
-7 -32 -7 3fb693eeed8349cd
-7 -32 0 3fe31132f9335ff8
-7 -32 7 3ff10013b8ffe355
-7 -32 14 3ff10011a43d2821
-7 -32 21 3ff06c967fc7bca8
-7 -32 28 3fe982ab7093baa4
-7 -32 35 3fe92ddb718ed6a4
-7 -32 42 3fe554d7b47a9ac4
-7 -32 49 3fc999999999999a
-7 -32 56 0000000000000000
-7 -32 63 0000000000000000
-7 -32 70 0000000000000000
-7 -32 77 0000000000000000
-7 -32 84 0000000000000000
-7 -32 91 0000000000000000
-7 -32 98 0000000000000000
-7 -29 -70 0000000000000000
-7 -29 -63 0000000000000000
-7 -29 -56 0000000000000000
-7 -29 -49 0000000000000000
-7 -29 -42 0000000000000000
-7 -29 -35 0000000000000000
-7 -29 -28 0000000000000000
-7 -29 -21 0000000000000000
-7 -29 -14 0000000000000000
-7 -29 -7 3fc17e9159a1cf5a
-7 -29 0 3fe52e855f828ec6
-7 -29 7 3ff20ebd29f0eb84
-7 -29 14 3ff20ebae593a871
-7 -29 21 3ff1682224cfb3fb
-7 -29 28 3fe9902dfbf02e14
-7 -29 35 3fe970d59e0ee538
-7 -29 42 3fe5551d6136ffcd
-7 -29 49 3fc999999999999a
-7 -29 56 0000000000000000
-7 -29 63 0000000000000000
-7 -29 70 0000000000000000
-7 -29 77 0000000000000000
-7 -29 84 0000000000000000
-7 -29 91 0000000000000000
-7 -29 98 0000000000000000
-7 -26 -70 0000000000000000
-7 -26 -63 0000000000000000
-7 -26 -56 0000000000000000
-7 -26 -49 0000000000000000
-7 -26 -42 0000000000000000
-7 -26 -35 0000000000000000
-7 -26 -28 0000000000000000
-7 -26 -21 0000000000000000
-7 -26 -14 0000000000000000
-7 -26 -7 3fc1ec9f926942e3
-7 -26 0 3fe555554b178da0
-7 -26 7 3ff2221f1a4b119e
-7 -26 14 3ff222215ea854b1
-7 -26 21 3ff179fc6d6c58a2
-7 -26 28 3fe998bed9013288
-7 -26 35 3fe9961b50cfcd16
-7 -26 42 3fe5554fdbc287f0
-7 -26 49 3fc999999999999a
-7 -26 56 0000000000000000
-7 -26 63 0000000000000000
-7 -26 70 0000000000000000
-7 -26 77 0000000000000000
-7 -26 84 0000000000000000
-7 -26 91 0000000000000000
-7 -26 98 0000000000000000
-7 -23 -70 0000000000000000
-7 -23 -63 0000000000000000
-7 -23 -56 0000000000000000
-7 -23 -49 0000000000000000
-7 -23 -42 0000000000000000
-7 -23 -35 0000000000000000
-7 -23 -28 0000000000000000
-7 -23 -21 0000000000000000
-7 -23 -14 0000000000000000
-7 -23 -7 3fc1ec9f926942e3
-7 -23 0 3fe555554bb9b6a1
-7 -23 7 3ff2221f586596e7
-7 -23 14 3ff222216d28521b
-7 -23 21 3ff179fc78d5b374
-7 -23 28 3fe99993e55612e7
-7 -23 35 3fe999830c9c03e3
-7 -23 42 3fe555552ec28ea8
-7 -23 49 3fc999999999999a
-7 -23 56 0000000000000000
-7 -23 63 0000000000000000
-7 -23 70 0000000000000000
-7 -23 77 0000000000000000
-7 -23 84 0000000000000000
-7 -23 91 0000000000000000
-7 -23 98 0000000000000000
-7 -20 -70 0000000000000000
-7 -20 -63 0000000000000000
-7 -20 -56 0000000000000000
-7 -20 -49 0000000000000000
-7 -20 -42 0000000000000000
-7 -20 -35 0000000000000000
-7 -20 -28 0000000000000000
-7 -20 -21 0000000000000000
-7 -20 -14 0000000000000000
-7 -20 -7 3fc1ec9f926942e3
-7 -20 0 3fe4bc5b204f558e
-7 -20 7 3fefffff1caad5c7
-7 -20 14 3fefffffc5b8bb47
-7 -20 21 3feeafb4ae1241e7
-7 -20 28 3fe5555555555556
-7 -20 35 3fe5555555555556
-7 -20 42 3fe390e6d399cdec
-7 -20 49 3fc7b9ff70cc05f7
-7 -20 56 0000000000000000
-7 -20 63 0000000000000000
-7 -20 70 0000000000000000
-7 -20 77 0000000000000000
-7 -20 84 0000000000000000
-7 -20 91 0000000000000000
-7 -20 98 0000000000000000
-7 -17 -70 0000000000000000
-7 -17 -63 0000000000000000
-7 -17 -56 0000000000000000
-7 -17 -49 0000000000000000
-7 -17 -42 0000000000000000
-7 -17 -35 0000000000000000
-7 -17 -28 0000000000000000
-7 -17 -21 0000000000000000
-7 -17 -14 0000000000000000
-7 -17 -7 3fc1ec9f926942e3
-7 -17 0 3fe1ea40061a0b47
-7 -17 7 3fe999998fe6ff35
-7 -17 14 3fe9999997176992
-7 -17 21 3fe8494e47abdb80
-7 -17 28 3fdddddddddddddd
-7 -17 35 3fdddddddddddddd
-7 -17 42 3fdc3929fb07a00d
-7 -17 49 3fbd16816afbb734
-7 -17 56 0000000000000000
-7 -17 63 0000000000000000
-7 -17 70 0000000000000000
-7 -17 77 0000000000000000
-7 -17 84 0000000000000000
-7 -17 91 0000000000000000
-7 -17 98 0000000000000000
-7 -14 -70 0000000000000000
-7 -14 -63 0000000000000000
-7 -14 -56 0000000000000000
-7 -14 -49 0000000000000000
-7 -14 -42 0000000000000000
-7 -14 -35 0000000000000000
-7 -14 -28 0000000000000000
-7 -14 -21 0000000000000000
-7 -14 -14 0000000000000000
-7 -14 -7 3fc1ec9f926942e3
-7 -14 0 3fdb2d9453939927
-7 -14 7 3fe3333333333334
-7 -14 14 3fe3333333333334
-7 -14 21 3fe1e2e7e145751a
-7 -14 28 3fd1111111111112
-7 -14 35 3fd1111111111112
-7 -14 42 3fd0042369335bad
-7 -14 49 0000000000000000
-7 -14 56 0000000000000000
-7 -14 63 0000000000000000
-7 -14 70 0000000000000000
-7 -14 77 0000000000000000
-7 -14 84 0000000000000000
-7 -14 91 0000000000000000
-7 -14 98 0000000000000000
-7 -11 -70 0000000000000000
-7 -11 -63 0000000000000000
-7 -11 -56 0000000000000000
-7 -11 -49 0000000000000000
-7 -11 -42 0000000000000000
-7 -11 -35 0000000000000000
-7 -11 -28 0000000000000000
-7 -11 -21 0000000000000000
-7 -11 -14 0000000000000000
-7 -11 -7 3fc1ec9f926942e3
-7 -11 0 3fd5555555555555
-7 -11 7 3fd999999999999a
-7 -11 14 3fd999999999999a
-7 -11 21 3fd6f902f5be1d67
-7 -11 28 3fb1111111111113
-7 -11 35 3fb1111111111113
-7 -11 42 3fabfa4ca2453640
-7 -11 49 0000000000000000
-7 -11 56 0000000000000000
-7 -11 63 0000000000000000
-7 -11 70 0000000000000000
-7 -11 77 0000000000000000
-7 -11 84 0000000000000000
-7 -11 91 0000000000000000
-7 -11 98 0000000000000000
-7 -8 -70 0000000000000000
-7 -8 -63 0000000000000000
-7 -8 -56 0000000000000000
-7 -8 -49 0000000000000000
-7 -8 -42 0000000000000000
-7 -8 -35 0000000000000000
-7 -8 -28 0000000000000000
-7 -8 -21 0000000000000000
-7 -8 -14 0000000000000000
-7 -8 -7 3fc037b1df32b9b3
-7 -8 0 3fd42360ee70045d
-7 -8 7 3fd42360ee70045d
-7 -8 14 3fd42360ee70045d
-7 -8 21 3fd19aaf04be9a98
-7 -8 28 0000000000000000
-7 -8 35 0000000000000000
-7 -8 42 0000000000000000
-7 -8 49 0000000000000000
-7 -8 56 0000000000000000
-7 -8 63 0000000000000000
-7 -8 70 0000000000000000
-7 -8 77 0000000000000000
-7 -8 84 0000000000000000
-7 -8 91 0000000000000000
-7 -8 98 0000000000000000
-7 -5 -70 0000000000000000
-7 -5 -63 0000000000000000
-7 -5 -56 0000000000000000
-7 -5 -49 0000000000000000
-7 -5 -42 0000000000000000
-7 -5 -35 0000000000000000
-7 -5 -28 0000000000000000
-7 -5 -21 0000000000000000
-7 -5 -14 0000000000000000
-7 -5 -7 3faf0b0365956acd
-7 -5 0 3fccfe556e043eb4
-7 -5 7 3fccfe556e043eb4
-7 -5 14 3fccfe556e043eb4
-7 -5 21 3fc8a85aaa92bb10
-7 -5 28 0000000000000000
-7 -5 35 0000000000000000
-7 -5 42 0000000000000000
-7 -5 49 0000000000000000
-7 -5 56 0000000000000000
-7 -5 63 0000000000000000
-7 -5 70 0000000000000000
-7 -5 77 0000000000000000
-7 -5 84 0000000000000000
-7 -5 91 0000000000000000
-7 -5 98 0000000000000000
-7 -2 -70 0000000000000000
-7 -2 -63 0000000000000000
-7 -2 -56 0000000000000000
-7 -2 -49 0000000000000000
-7 -2 -42 0000000000000000
-7 -2 -35 0000000000000000
-7 -2 -28 0000000000000000
-7 -2 -21 0000000000000000
-7 -2 -14 0000000000000000
-7 -2 -7 0000000000000000
-7 -2 0 3fb760fbf8f90f47
-7 -2 7 3fb760fbf8f90f47
-7 -2 14 3fb760fbf8f90f47
-7 -2 21 3fb04ae1a0b60ead
-7 -2 28 0000000000000000
-7 -2 35 0000000000000000
-7 -2 42 0000000000000000
-7 -2 49 0000000000000000
-7 -2 56 0000000000000000
-7 -2 63 0000000000000000
-7 -2 70 0000000000000000
-7 -2 77 0000000000000000
-7 -2 84 0000000000000000
-7 -2 91 0000000000000000
-7 -2 98 0000000000000000
-7 1 -70 0000000000000000
-7 1 -63 0000000000000000
-7 1 -56 0000000000000000
-7 1 -49 0000000000000000
-7 1 -42 0000000000000000
-7 1 -35 0000000000000000
-7 1 -28 0000000000000000
-7 1 -21 0000000000000000
-7 1 -14 0000000000000000
-7 1 -7 0000000000000000
-7 1 0 0000000000000000
-7 1 7 0000000000000000
-7 1 14 0000000000000000
-7 1 21 0000000000000000
-7 1 28 0000000000000000
-7 1 35 0000000000000000
-7 1 42 0000000000000000
-7 1 49 0000000000000000
-7 1 56 0000000000000000
-7 1 63 0000000000000000
-7 1 70 0000000000000000
-7 1 77 0000000000000000
-7 1 84 0000000000000000
-7 1 91 0000000000000000
-7 1 98 0000000000000000
-7 4 -70 0000000000000000
-7 4 -63 0000000000000000
-7 4 -56 0000000000000000
-7 4 -49 0000000000000000
-7 4 -42 0000000000000000
-7 4 -35 0000000000000000
-7 4 -28 0000000000000000
-7 4 -21 0000000000000000
-7 4 -14 0000000000000000
-7 4 -7 0000000000000000
-7 4 0 0000000000000000
-7 4 7 0000000000000000
-7 4 14 0000000000000000
-7 4 21 0000000000000000
-7 4 28 0000000000000000
-7 4 35 0000000000000000
-7 4 42 0000000000000000
-7 4 49 0000000000000000
-7 4 56 0000000000000000
-7 4 63 0000000000000000
-7 4 70 0000000000000000
-7 4 77 0000000000000000
-7 4 84 0000000000000000
-7 4 91 0000000000000000
-7 4 98 0000000000000000
-7 7 -70 0000000000000000
-7 7 -63 0000000000000000
-7 7 -56 0000000000000000
-7 7 -49 0000000000000000
-7 7 -42 0000000000000000
-7 7 -35 0000000000000000
-7 7 -28 0000000000000000
-7 7 -21 0000000000000000
-7 7 -14 0000000000000000
-7 7 -7 0000000000000000
-7 7 0 0000000000000000
-7 7 7 0000000000000000
-7 7 14 0000000000000000
-7 7 21 0000000000000000
-7 7 28 0000000000000000
-7 7 35 0000000000000000
-7 7 42 0000000000000000
-7 7 49 0000000000000000
-7 7 56 0000000000000000
-7 7 63 0000000000000000
-7 7 70 0000000000000000
-7 7 77 0000000000000000
-7 7 84 0000000000000000
-7 7 91 0000000000000000
-7 7 98 0000000000000000
-7 10 -70 0000000000000000
-7 10 -63 0000000000000000
-7 10 -56 0000000000000000
-7 10 -49 0000000000000000
-7 10 -42 0000000000000000
-7 10 -35 0000000000000000
-7 10 -28 0000000000000000
-7 10 -21 0000000000000000
-7 10 -14 0000000000000000
-7 10 -7 0000000000000000
-7 10 0 0000000000000000
-7 10 7 0000000000000000
-7 10 14 0000000000000000
-7 10 21 0000000000000000
-7 10 28 0000000000000000
-7 10 35 0000000000000000
-7 10 42 0000000000000000
-7 10 49 0000000000000000
-7 10 56 0000000000000000
-7 10 63 0000000000000000
-7 10 70 0000000000000000
-7 10 77 0000000000000000
-7 10 84 0000000000000000
-7 10 91 0000000000000000
-7 10 98 0000000000000000
-7 13 -70 0000000000000000
-7 13 -63 0000000000000000
-7 13 -56 0000000000000000
-7 13 -49 0000000000000000
-7 13 -42 0000000000000000
-7 13 -35 0000000000000000
-7 13 -28 0000000000000000
-7 13 -21 0000000000000000
-7 13 -14 0000000000000000
-7 13 -7 0000000000000000
-7 13 0 0000000000000000
-7 13 7 0000000000000000
-7 13 14 0000000000000000
-7 13 21 0000000000000000
-7 13 28 0000000000000000
-7 13 35 0000000000000000
-7 13 42 0000000000000000
-7 13 49 0000000000000000
-7 13 56 0000000000000000
-7 13 63 0000000000000000
-7 13 70 0000000000000000
-7 13 77 0000000000000000
-7 13 84 0000000000000000
-7 13 91 0000000000000000
-7 13 98 0000000000000000
-7 16 -70 0000000000000000
-7 16 -63 0000000000000000
-7 16 -56 0000000000000000
-7 16 -49 0000000000000000
-7 16 -42 0000000000000000
-7 16 -35 0000000000000000
-7 16 -28 0000000000000000
-7 16 -21 0000000000000000
-7 16 -14 0000000000000000
-7 16 -7 0000000000000000
-7 16 0 0000000000000000
-7 16 7 0000000000000000
-7 16 14 0000000000000000
-7 16 21 0000000000000000
-7 16 28 0000000000000000
-7 16 35 0000000000000000
-7 16 42 0000000000000000
-7 16 49 0000000000000000
-7 16 56 0000000000000000
-7 16 63 0000000000000000
-7 16 70 0000000000000000
-7 16 77 0000000000000000
-7 16 84 0000000000000000
-7 16 91 0000000000000000
-7 16 98 0000000000000000
-7 19 -70 0000000000000000
-7 19 -63 0000000000000000
-7 19 -56 0000000000000000
-7 19 -49 0000000000000000
-7 19 -42 0000000000000000
-7 19 -35 0000000000000000
-7 19 -28 0000000000000000
-7 19 -21 0000000000000000
-7 19 -14 0000000000000000
-7 19 -7 0000000000000000
-7 19 0 0000000000000000
-7 19 7 0000000000000000
